Date,IC_acct_subj,IC_acct_pol,defi_subj,defi_pol,blockchan_subj,blockchain_pol,crypto_subj,crypto_pol,avg_3k_subj,avg_3k_pol,DPI_subj,DPI_pol
19-10-20,0.5,0.5,0.370925108,0.160366991,0.224733478,0.1278421,0.378440693,0.171734632,0.324699759,0.153314574,0.272263451,0.121985158
20-10-20,0.442424242,0.122727273,0.304015704,0.123848889,0.280382249,0.121528031,0.307436797,0.158180123,0.29727825,0.134519014,0.593605442,0.248571429
21-10-20,0.442424242,0.122727273,0.303422826,0.08698833,0.263987862,0.116343706,0.478119859,0.243392154,0.348510182,0.148908063,0.162767857,0.077410714
22-10-20,0.108333333,-0.025,0.348949156,0.122400984,0.329435234,0.165806612,0.363613131,0.195062518,0.347332507,0.161090038,0.226041667,0.0875
23-10-20,0.133333333,0,0.310845533,0.073024105,0.383828841,0.198077084,0.393653535,0.172520581,0.36277597,0.147873923,0.413182419,0.191454726
24-10-20,0.325694444,-0.009722222,0.393617059,0.09204994,0.339994203,0.085580051,0.396346356,0.155705988,0.376652539,0.111111993,0.14,-0.1175
25-10-20,0.357142857,0.154761905,0.389677511,0.14394354,0.31274858,0.184358428,0.465296537,0.231523611,0.389240876,0.186608526,0.453268398,0.069350649
26-10-20,0.177083333,0.104166667,0.223292006,0.064846999,0.303694565,0.071512362,0.306376768,0.146565945,0.27778778,0.094308435,0.307633127,0.204746122
27-10-20,0.521944444,0.382896825,0.465747526,0.260967455,0.322458313,0.09852147,0.283701263,0.098811815,0.357302367,0.152766913,0.559722222,0.278703704
28-10-20,0.305454545,0.07,0.310223276,0.121821205,0.273977643,0.120743885,0.283320238,0.154624567,0.289173719,0.132396553,0.420553752,0.2409136
29-10-20,0.626666667,0.459444444,0.262035124,0.104757805,0.286079221,0.084276479,0.426702994,0.213347583,0.324939113,0.134127289,0.44315392,0.247572631
30-10-20,0.145408163,0.134693878,0.262035124,0.104757805,0.286079221,0.084276479,0.426702994,0.213347583,0.324939113,0.134127289,0.44315392,0.247572631
31-10-20,0.25,0.25,0.262035124,0.104757805,0.286079221,0.084276479,0.426702994,0.213347583,0.324939113,0.134127289,0.44315392,0.247572631
01-11-20,0.425,0.266666667,0.306304508,0.079703437,0.165901709,0.072561772,0.456176671,0.224429762,0.309460963,0.12556499,0.291008065,0.163024194
